"Language","s.id","s.length","nCross"
"English",602,14,3
"English",603,14,2
"English",604,14,2
"English",605,14,1
"English",606,14,1
"English",607,14,1
"English",608,14,1
"English",609,14,1
"English",610,14,3
"English",611,14,2
"English",612,14,2
"English",613,14,0
"English",614,14,4
"English",615,14,1
"English",616,14,2
"English",617,14,0
"English",618,14,2
"English",619,14,1
"English",620,14,1
"English",621,14,2
"English",622,14,2
"English",623,14,1
"English",624,14,0
"English",625,14,3
"English",626,14,3
"English",627,14,2
"English",628,14,2
"English",629,14,1
"English",630,14,2
"English",631,14,0
"English",632,14,1
"English",633,14,4
"English",634,14,1
"English",635,14,3
"English",636,14,0
"English",637,14,1
"English",638,14,0
"English",639,14,0
"English",640,14,3
"English",641,14,0
"English",642,14,0
"English",643,14,3
"English",644,14,4
"English",645,14,1
"English",646,14,4
"English",647,14,2
"English",648,14,1
"English",649,14,1
"English",650,14,1
"English",651,15,2
"English",652,15,3
"English",653,15,1
"English",654,15,1
"English",655,15,0
"English",656,15,3
"English",657,15,3
"English",658,15,1
"English",659,15,1
"English",660,15,2
"English",661,15,3
"English",662,15,0
"English",663,15,1
"English",664,15,3
"English",665,15,1
"English",666,15,4
"English",667,15,1
"English",668,15,3
"English",669,15,0
"English",670,15,3
"English",671,15,2
"English",672,15,2
"English",673,15,0
"English",674,15,0
"English",675,15,0
"English",676,15,2
"English",677,15,2
"English",678,15,1
"English",679,15,3
"English",680,15,1
"English",681,15,4
"English",682,15,3
"English",683,15,3
"English",684,15,1
"English",685,15,1
"English",686,15,3
"English",687,15,1
"English",688,15,0
"English",689,15,0
"English",690,15,0
"English",691,15,3
"English",692,15,2
"English",693,15,1
"English",694,15,2
"English",695,15,2
"English",696,15,1
"English",697,15,1
"English",698,15,1
"English",699,15,2
"English",700,15,2
"English",701,16,3
"English",702,16,2
"English",703,16,0
"English",704,16,2
"English",705,16,1
"English",706,16,0
"English",707,16,3
"English",708,16,1
"English",709,16,2
"English",710,16,3
"English",711,16,2
"English",712,16,3
"English",713,16,4
"English",714,16,3
"English",715,16,0
"English",716,16,0
"English",717,16,4
"English",718,16,0
"English",719,16,2
"English",720,16,2
"English",721,16,4
"English",722,16,1
"English",723,16,0
"English",724,16,1
"English",725,16,2
"English",726,16,2
"English",727,16,0
"English",728,16,2
"English",729,16,1
"English",730,16,0
"English",731,16,2
"English",732,16,2
"English",733,16,4
"English",734,16,4
"English",735,16,1
"English",736,16,3
"English",737,16,4
"English",738,16,3
"English",739,16,2
"English",740,16,5
"English",741,16,0
"English",742,16,1
"English",743,16,2
"English",744,16,2
"English",745,16,2
"English",746,16,3
"English",747,16,2
"English",748,16,3
"English",749,16,3
"English",750,16,3
"English",751,17,4
"English",752,17,2
"English",753,17,0
"English",754,17,2
"English",755,17,1
"English",756,17,6
"English",757,17,0
"English",758,17,2
"English",759,17,2
"English",760,17,0
"English",761,17,1
"English",762,17,3
"English",763,17,3
"English",764,17,3
"English",765,17,0
"English",766,17,2
"English",767,17,2
"English",768,17,1
"English",769,17,5
"English",770,17,1
"English",771,17,1
"English",772,17,1
"English",773,17,2
"English",774,17,2
"English",775,17,3
"English",776,17,3
"English",777,17,1
"English",778,17,1
"English",779,17,3
"English",780,17,3
"English",781,17,2
"English",782,17,3
"English",783,17,0
"English",784,17,2
"English",785,17,5
"English",786,17,1
"English",787,17,1
"English",788,17,2
"English",789,17,2
"English",790,17,5
"English",791,17,4
"English",792,17,1
"English",793,17,3
"English",794,17,2
"English",795,17,3
"English",796,17,1
"English",797,17,3
"English",798,17,4
"English",799,17,2
"English",800,17,3
"English",801,18,0
"English",802,18,1
"English",803,18,3
"English",804,18,3
"English",805,18,5
"English",806,18,5
"English",807,18,1
"English",808,18,2
"English",809,18,3
"English",810,18,3
"English",811,18,2
"English",812,18,4
"English",813,18,2
"English",814,18,3
"English",815,18,3
"English",816,18,5
"English",817,18,1
"English",818,18,3
"English",819,18,4
"English",820,18,0
"English",821,18,1
"English",822,18,0
"English",823,18,1
"English",824,18,1
"English",825,18,1
"English",826,18,2
"English",827,18,4
"English",828,18,2
"English",829,18,0
"English",830,18,2
"English",831,18,2
"English",832,18,6
"English",833,18,2
"English",834,18,3
"English",835,18,2
"English",836,18,0
"English",837,18,2
"English",838,18,1
"English",839,18,5
"English",840,18,1
"English",841,18,0
"English",842,18,2
"English",843,18,1
"English",844,18,3
"English",845,18,2
"English",846,18,2
"English",847,18,3
"English",848,18,1
"English",849,18,1
"English",850,18,3
"English",851,19,4
"English",852,19,4
"English",853,19,6
"English",854,19,5
"English",855,19,1
"English",856,19,2
"English",857,19,4
"English",858,19,2
"English",859,19,4
"English",860,19,1
"English",861,19,0
"English",862,19,0
"English",863,19,1
"English",864,19,4
"English",865,19,7
"English",866,19,1
"English",867,19,0
"English",868,19,2
"English",869,19,2
"English",870,19,1
"English",871,19,3
"English",872,19,1
"English",873,19,1
"English",874,19,3
"English",875,19,3
"English",876,19,4
"English",877,19,5
"English",878,19,3
"English",879,19,4
"English",880,19,1
"English",881,19,2
"English",882,19,3
"English",883,19,4
"English",884,19,2
"English",885,19,3
"English",886,19,5
"English",887,19,3
"English",888,19,0
"English",889,19,3
"English",890,19,5
"English",891,19,0
"English",892,19,3
"English",893,19,1
"English",894,19,1
"English",895,19,2
"English",896,19,2
"English",897,19,3
"English",898,19,1
"English",899,19,2
"English",900,19,7
"English",901,20,4
"English",902,20,2
"English",903,20,3
"English",904,20,3
"English",905,20,4
"English",906,20,2
"English",907,20,4
"English",908,20,1
"English",909,20,1
"English",910,20,2
"English",911,20,0
"English",912,20,3
"English",913,20,3
"English",914,20,3
"English",915,20,2
"English",916,20,2
"English",917,20,0
"English",918,20,1
"English",919,20,6
"English",920,20,3
"English",921,20,8
"English",922,20,4
"English",923,20,2
"English",924,20,4
"English",925,20,0
"English",926,20,7
"English",927,20,7
"English",928,20,1
"English",929,20,1
"English",930,20,1
"English",931,20,2
"English",932,20,5
"English",933,20,3
"English",934,20,3
"English",935,20,1
"English",936,20,2
"English",937,20,3
"English",938,20,9
"English",939,20,1
"English",940,20,0
"English",941,20,1
"English",942,20,4
"English",943,20,2
"English",944,20,1
"English",945,20,1
"English",946,20,6
"English",947,20,3
"English",948,20,4
"English",949,20,2
"English",950,20,3
